,ReportDt,Unit,Power
3491,11/28/2009,Oconee 1,0
3492,11/28/2009,Oconee 2,100
3493,11/28/2009,Oconee 3,100
3494,11/28/2009,Oyster Creek,100
3495,11/28/2009,Palisades,100
3496,11/28/2009,Palo Verde 1,100
3497,11/28/2009,Palo Verde 2,0
3498,11/28/2009,Palo Verde 3,100
3499,11/28/2009,Peach Bottom 2,100
3500,11/28/2009,Peach Bottom 3,100
3501,11/28/2009,Perry 1,100
3502,11/28/2009,Pilgrim 1,100
3503,11/28/2009,Point Beach 1,100
3504,11/28/2009,Point Beach 2,0
3505,11/28/2009,Prairie Island 1,98
3506,11/28/2009,Prairie Island 2,100
3507,11/28/2009,Quad Cities 1,100
3508,11/28/2009,Quad Cities 2,100
3509,11/28/2009,River Bend 1,100
3510,11/28/2009,Robinson 2,100
3511,11/28/2009,Saint Lucie 1,100
3512,11/28/2009,Saint Lucie 2,100
3513,11/28/2009,Salem 1,100
3514,11/28/2009,Salem 2,100
3515,11/28/2009,San Onofre 2,0
3516,11/28/2009,San Onofre 3,100
3517,11/28/2009,Seabrook 1,65
3518,11/28/2009,Sequoyah 1,100
3519,11/28/2009,Sequoyah 2,48
3520,11/28/2009,South Texas 1,100
3521,11/28/2009,South Texas 2,100
3522,11/28/2009,Summer,0
3523,11/28/2009,Surry 1,100
3524,11/28/2009,Surry 2,0
3525,11/28/2009,Susquehanna 1,94
3526,11/28/2009,Susquehanna 2,94
3527,11/28/2009,Three Mile Island 1,0
3528,11/28/2009,Turkey Point 3,100
3529,11/28/2009,Turkey Point 4,0
3530,11/28/2009,Vermont Yankee,100
3531,11/28/2009,Vogtle 1,100
3532,11/28/2009,Vogtle 2,100
3533,11/28/2009,Waterford 3,0
3534,11/28/2009,Watts Bar 1,100
3535,11/28/2009,Wolf Creek 1,99
3536,11/27/2009,Arkansas Nuclear 1,100
3537,11/27/2009,Arkansas Nuclear 2,100
3538,11/27/2009,Beaver Valley 1,100
3539,11/27/2009,Beaver Valley 2,20
3540,11/27/2009,Braidwood 1,100
3541,11/27/2009,Braidwood 2,100
3542,11/27/2009,Browns Ferry 1,100
3543,11/27/2009,Browns Ferry 2,100
3544,11/27/2009,Browns Ferry 3,100
3545,11/27/2009,Brunswick 1,100
3546,11/27/2009,Brunswick 2,100
3547,11/27/2009,Byron 1,100
3548,11/27/2009,Byron 2,100
3549,11/27/2009,Callaway,100
3550,11/27/2009,Calvert Cliffs 1,100
3551,11/27/2009,Calvert Cliffs 2,100
3552,11/27/2009,Catawba 1,0
3553,11/27/2009,Catawba 2,100
3554,11/27/2009,Clinton,96
3555,11/27/2009,Columbia Generating Station,100
3556,11/27/2009,Comanche Peak 1,100
3557,11/27/2009,Comanche Peak 2,100
3558,11/27/2009,Cooper,100
3559,11/27/2009,Crystal River 3,0
3560,11/27/2009,D.C. Cook 1,0
3561,11/27/2009,D.C. Cook 2,100
3562,11/27/2009,Davis-Besse,100
3563,11/27/2009,Diablo Canyon 1,100
3564,11/27/2009,Diablo Canyon 2,100
3565,11/27/2009,Dresden 2,0
3566,11/27/2009,Dresden 3,98
3567,11/27/2009,Duane Arnold,100
3568,11/27/2009,Farley 1,100
3569,11/27/2009,Farley 2,100
3570,11/27/2009,Fermi 2,100
3571,11/27/2009,FitzPatrick,100
3572,11/27/2009,Fort Calhoun,0
3573,11/27/2009,Ginna,100
3574,11/27/2009,Grand Gulf 1,100
3575,11/27/2009,Harris 1,100
3576,11/27/2009,Hatch 1,100
3577,11/27/2009,Hatch 2,88
3578,11/27/2009,Hope Creek 1,100
3579,11/27/2009,Indian Point 2,100
3580,11/27/2009,Indian Point 3,100
3581,11/27/2009,Kewaunee,100
3582,11/27/2009,La Salle 1,100
3583,11/27/2009,La Salle 2,100
3584,11/27/2009,Limerick 1,100
3585,11/27/2009,Limerick 2,100
3586,11/27/2009,McGuire 1,100
3587,11/27/2009,McGuire 2,100
3588,11/27/2009,Millstone 2,100
3589,11/27/2009,Millstone 3,100
3590,11/27/2009,Monticello,100
3591,11/27/2009,Nine Mile Point 1,100
3592,11/27/2009,Nine Mile Point 2,100
3593,11/27/2009,North Anna 1,100
3594,11/27/2009,North Anna 2,100
3595,11/27/2009,Oconee 1,0
3596,11/27/2009,Oconee 2,100
3597,11/27/2009,Oconee 3,100
3598,11/27/2009,Oyster Creek,100
3599,11/27/2009,Palisades,100
3600,11/27/2009,Palo Verde 1,100
3601,11/27/2009,Palo Verde 2,0
3602,11/27/2009,Palo Verde 3,100
3603,11/27/2009,Peach Bottom 2,100
3604,11/27/2009,Peach Bottom 3,100
3605,11/27/2009,Perry 1,100
3606,11/27/2009,Pilgrim 1,100
3607,11/27/2009,Point Beach 1,100
3608,11/27/2009,Point Beach 2,0
3609,11/27/2009,Prairie Island 1,91
3610,11/27/2009,Prairie Island 2,100
3611,11/27/2009,Quad Cities 1,100
3612,11/27/2009,Quad Cities 2,100
3613,11/27/2009,River Bend 1,100
3614,11/27/2009,Robinson 2,100
3615,11/27/2009,Saint Lucie 1,100
3616,11/27/2009,Saint Lucie 2,100
3617,11/27/2009,Salem 1,100
3618,11/27/2009,Salem 2,100
3619,11/27/2009,San Onofre 2,0
3620,11/27/2009,San Onofre 3,100
3621,11/27/2009,Seabrook 1,65
3622,11/27/2009,Sequoyah 1,100
3623,11/27/2009,Sequoyah 2,3
3624,11/27/2009,South Texas 1,100
3625,11/27/2009,South Texas 2,100
3626,11/27/2009,Summer,0
3627,11/27/2009,Surry 1,100
3628,11/27/2009,Surry 2,0
3629,11/27/2009,Susquehanna 1,94
3630,11/27/2009,Susquehanna 2,94
3631,11/27/2009,Three Mile Island 1,0
3632,11/27/2009,Turkey Point 3,100
3633,11/27/2009,Turkey Point 4,0
3634,11/27/2009,Vermont Yankee,100
3635,11/27/2009,Vogtle 1,100
3636,11/27/2009,Vogtle 2,100
3637,11/27/2009,Waterford 3,0
3638,11/27/2009,Watts Bar 1,97
3639,11/27/2009,Wolf Creek 1,99
3640,11/26/2009,Arkansas Nuclear 1,100
3641,11/26/2009,Arkansas Nuclear 2,100
3642,11/26/2009,Beaver Valley 1,100
3643,11/26/2009,Beaver Valley 2,0
3644,11/26/2009,Braidwood 1,100
3645,11/26/2009,Braidwood 2,100
3646,11/26/2009,Browns Ferry 1,100
3647,11/26/2009,Browns Ferry 2,100
3648,11/26/2009,Browns Ferry 3,100
3649,11/26/2009,Brunswick 1,100
3650,11/26/2009,Brunswick 2,100
3651,11/26/2009,Byron 1,100
3652,11/26/2009,Byron 2,100
3653,11/26/2009,Callaway,100
3654,11/26/2009,Calvert Cliffs 1,100
3655,11/26/2009,Calvert Cliffs 2,100
3656,11/26/2009,Catawba 1,0
3657,11/26/2009,Catawba 2,100
3658,11/26/2009,Clinton,97
3659,11/26/2009,Columbia Generating Station,100
3660,11/26/2009,Comanche Peak 1,100
3661,11/26/2009,Comanche Peak 2,100
3662,11/26/2009,Cooper,100
3663,11/26/2009,Crystal River 3,0
3664,11/26/2009,D.C. Cook 1,0
3665,11/26/2009,D.C. Cook 2,100
3666,11/26/2009,Davis-Besse,100
3667,11/26/2009,Diablo Canyon 1,100
3668,11/26/2009,Diablo Canyon 2,100
3669,11/26/2009,Dresden 2,0
3670,11/26/2009,Dresden 3,98
3671,11/26/2009,Duane Arnold,100
3672,11/26/2009,Farley 1,100
3673,11/26/2009,Farley 2,100
3674,11/26/2009,Fermi 2,100
3675,11/26/2009,FitzPatrick,100
3676,11/26/2009,Fort Calhoun,0
3677,11/26/2009,Ginna,100
3678,11/26/2009,Grand Gulf 1,100
3679,11/26/2009,Harris 1,100
3680,11/26/2009,Hatch 1,100
3681,11/26/2009,Hatch 2,97
3682,11/26/2009,Hope Creek 1,100
3683,11/26/2009,Indian Point 2,100
3684,11/26/2009,Indian Point 3,100
3685,11/26/2009,Kewaunee,100
3686,11/26/2009,La Salle 1,100
3687,11/26/2009,La Salle 2,100
3688,11/26/2009,Limerick 1,100
3689,11/26/2009,Limerick 2,100
3690,11/26/2009,McGuire 1,100
3691,11/26/2009,McGuire 2,100
3692,11/26/2009,Millstone 2,100
3693,11/26/2009,Millstone 3,100
3694,11/26/2009,Monticello,100
3695,11/26/2009,Nine Mile Point 1,100
3696,11/26/2009,Nine Mile Point 2,100
3697,11/26/2009,North Anna 1,100
3698,11/26/2009,North Anna 2,100
3699,11/26/2009,Oconee 1,0
3700,11/26/2009,Oconee 2,100
3701,11/26/2009,Oconee 3,100
3702,11/26/2009,Oyster Creek,100
3703,11/26/2009,Palisades,100
3704,11/26/2009,Palo Verde 1,100
3705,11/26/2009,Palo Verde 2,0
3706,11/26/2009,Palo Verde 3,100
3707,11/26/2009,Peach Bottom 2,100
3708,11/26/2009,Peach Bottom 3,100
3709,11/26/2009,Perry 1,100
3710,11/26/2009,Pilgrim 1,100
3711,11/26/2009,Point Beach 1,100
3712,11/26/2009,Point Beach 2,0
3713,11/26/2009,Prairie Island 1,79
3714,11/26/2009,Prairie Island 2,100
3715,11/26/2009,Quad Cities 1,100
3716,11/26/2009,Quad Cities 2,100
3717,11/26/2009,River Bend 1,100
3718,11/26/2009,Robinson 2,100
3719,11/26/2009,Saint Lucie 1,100
3720,11/26/2009,Saint Lucie 2,100
3721,11/26/2009,Salem 1,100
3722,11/26/2009,Salem 2,100
3723,11/26/2009,San Onofre 2,0
3724,11/26/2009,San Onofre 3,100
3725,11/26/2009,Seabrook 1,65
3726,11/26/2009,Sequoyah 1,100
3727,11/26/2009,Sequoyah 2,0
3728,11/26/2009,South Texas 1,100
3729,11/26/2009,South Texas 2,100
3730,11/26/2009,Summer,0
3731,11/26/2009,Surry 1,100
3732,11/26/2009,Surry 2,0
3733,11/26/2009,Susquehanna 1,94
3734,11/26/2009,Susquehanna 2,94
3735,11/26/2009,Three Mile Island 1,0
3736,11/26/2009,Turkey Point 3,100
3737,11/26/2009,Turkey Point 4,0
3738,11/26/2009,Vermont Yankee,100
3739,11/26/2009,Vogtle 1,100
3740,11/26/2009,Vogtle 2,100
3741,11/26/2009,Waterford 3,0
3742,11/26/2009,Watts Bar 1,97
3743,11/26/2009,Wolf Creek 1,99
3744,11/25/2009,Arkansas Nuclear 1,100
3745,11/25/2009,Arkansas Nuclear 2,100
3746,11/25/2009,Beaver Valley 1,100
3747,11/25/2009,Beaver Valley 2,0
3748,11/25/2009,Braidwood 1,100
3749,11/25/2009,Braidwood 2,100
3750,11/25/2009,Browns Ferry 1,100
3751,11/25/2009,Browns Ferry 2,100
3752,11/25/2009,Browns Ferry 3,100
3753,11/25/2009,Brunswick 1,100
3754,11/25/2009,Brunswick 2,100
3755,11/25/2009,Byron 1,100
3756,11/25/2009,Byron 2,100
3757,11/25/2009,Callaway,100
3758,11/25/2009,Calvert Cliffs 1,100
3759,11/25/2009,Calvert Cliffs 2,100
3760,11/25/2009,Catawba 1,0
3761,11/25/2009,Catawba 2,100
3762,11/25/2009,Clinton,97
3763,11/25/2009,Columbia Generating Station,100
3764,11/25/2009,Comanche Peak 1,100
3765,11/25/2009,Comanche Peak 2,100
3766,11/25/2009,Cooper,100
3767,11/25/2009,Crystal River 3,0
3768,11/25/2009,D.C. Cook 1,0
3769,11/25/2009,D.C. Cook 2,100
3770,11/25/2009,Davis-Besse,100
3771,11/25/2009,Diablo Canyon 1,100
3772,11/25/2009,Diablo Canyon 2,100
3773,11/25/2009,Dresden 2,0
3774,11/25/2009,Dresden 3,98
3775,11/25/2009,Duane Arnold,100
3776,11/25/2009,Farley 1,100
3777,11/25/2009,Farley 2,100
3778,11/25/2009,Fermi 2,100
3779,11/25/2009,FitzPatrick,100
3780,11/25/2009,Fort Calhoun,0
3781,11/25/2009,Ginna,100
3782,11/25/2009,Grand Gulf 1,100
3783,11/25/2009,Harris 1,100
3784,11/25/2009,Hatch 1,100
3785,11/25/2009,Hatch 2,90
3786,11/25/2009,Hope Creek 1,100
3787,11/25/2009,Indian Point 2,100
3788,11/25/2009,Indian Point 3,100
3789,11/25/2009,Kewaunee,100
3790,11/25/2009,La Salle 1,100
3791,11/25/2009,La Salle 2,100
3792,11/25/2009,Limerick 1,100
3793,11/25/2009,Limerick 2,100
3794,11/25/2009,McGuire 1,100
3795,11/25/2009,McGuire 2,100
3796,11/25/2009,Millstone 2,100
3797,11/25/2009,Millstone 3,100
3798,11/25/2009,Monticello,100
3799,11/25/2009,Nine Mile Point 1,100
3800,11/25/2009,Nine Mile Point 2,100
3801,11/25/2009,North Anna 1,100
3802,11/25/2009,North Anna 2,100
3803,11/25/2009,Oconee 1,0
3804,11/25/2009,Oconee 2,100
3805,11/25/2009,Oconee 3,100
3806,11/25/2009,Oyster Creek,100
3807,11/25/2009,Palisades,100
3808,11/25/2009,Palo Verde 1,100
3809,11/25/2009,Palo Verde 2,0
3810,11/25/2009,Palo Verde 3,100
3811,11/25/2009,Peach Bottom 2,100
3812,11/25/2009,Peach Bottom 3,100
3813,11/25/2009,Perry 1,100
3814,11/25/2009,Pilgrim 1,100
3815,11/25/2009,Point Beach 1,100
3816,11/25/2009,Point Beach 2,0
3817,11/25/2009,Prairie Island 1,64
3818,11/25/2009,Prairie Island 2,100
3819,11/25/2009,Quad Cities 1,100
3820,11/25/2009,Quad Cities 2,100
3821,11/25/2009,River Bend 1,100
3822,11/25/2009,Robinson 2,100
3823,11/25/2009,Saint Lucie 1,100
3824,11/25/2009,Saint Lucie 2,100
3825,11/25/2009,Salem 1,100
3826,11/25/2009,Salem 2,100
3827,11/25/2009,San Onofre 2,0
3828,11/25/2009,San Onofre 3,100
3829,11/25/2009,Seabrook 1,65
3830,11/25/2009,Sequoyah 1,100
3831,11/25/2009,Sequoyah 2,24
3832,11/25/2009,South Texas 1,100
3833,11/25/2009,South Texas 2,100
3834,11/25/2009,Summer,0
3835,11/25/2009,Surry 1,100
3836,11/25/2009,Surry 2,0
3837,11/25/2009,Susquehanna 1,94
3838,11/25/2009,Susquehanna 2,94
3839,11/25/2009,Three Mile Island 1,0
3840,11/25/2009,Turkey Point 3,100
3841,11/25/2009,Turkey Point 4,0
3842,11/25/2009,Vermont Yankee,100
3843,11/25/2009,Vogtle 1,100
3844,11/25/2009,Vogtle 2,100
3845,11/25/2009,Waterford 3,0
3846,11/25/2009,Watts Bar 1,100
3847,11/25/2009,Wolf Creek 1,99
3848,11/24/2009,Arkansas Nuclear 1,100
3849,11/24/2009,Arkansas Nuclear 2,100
3850,11/24/2009,Beaver Valley 1,100
3851,11/24/2009,Beaver Valley 2,0
3852,11/24/2009,Braidwood 1,100
3853,11/24/2009,Braidwood 2,100
3854,11/24/2009,Browns Ferry 1,100
3855,11/24/2009,Browns Ferry 2,100
3856,11/24/2009,Browns Ferry 3,100
3857,11/24/2009,Brunswick 1,100
3858,11/24/2009,Brunswick 2,100
3859,11/24/2009,Byron 1,100
3860,11/24/2009,Byron 2,100
3861,11/24/2009,Callaway,100
3862,11/24/2009,Calvert Cliffs 1,100
3863,11/24/2009,Calvert Cliffs 2,100
3864,11/24/2009,Catawba 1,0
3865,11/24/2009,Catawba 2,100
3866,11/24/2009,Clinton,97
3867,11/24/2009,Columbia Generating Station,100
3868,11/24/2009,Comanche Peak 1,100
3869,11/24/2009,Comanche Peak 2,100
3870,11/24/2009,Cooper,100
3871,11/24/2009,Crystal River 3,0
3872,11/24/2009,D.C. Cook 1,0
3873,11/24/2009,D.C. Cook 2,100
3874,11/24/2009,Davis-Besse,100
3875,11/24/2009,Diablo Canyon 1,100
3876,11/24/2009,Diablo Canyon 2,100
3877,11/24/2009,Dresden 2,0
3878,11/24/2009,Dresden 3,98
3879,11/24/2009,Duane Arnold,100
3880,11/24/2009,Farley 1,100
3881,11/24/2009,Farley 2,100
3882,11/24/2009,Fermi 2,100
3883,11/24/2009,FitzPatrick,100
3884,11/24/2009,Fort Calhoun,0
3885,11/24/2009,Ginna,100
3886,11/24/2009,Grand Gulf 1,100
3887,11/24/2009,Harris 1,100
3888,11/24/2009,Hatch 1,100
3889,11/24/2009,Hatch 2,94
3890,11/24/2009,Hope Creek 1,100
3891,11/24/2009,Indian Point 2,100
3892,11/24/2009,Indian Point 3,100
3893,11/24/2009,Kewaunee,100
3894,11/24/2009,La Salle 1,100
3895,11/24/2009,La Salle 2,100
3896,11/24/2009,Limerick 1,100
3897,11/24/2009,Limerick 2,100
3898,11/24/2009,McGuire 1,100
3899,11/24/2009,McGuire 2,100
3900,11/24/2009,Millstone 2,100
3901,11/24/2009,Millstone 3,100
3902,11/24/2009,Monticello,100
3903,11/24/2009,Nine Mile Point 1,100
3904,11/24/2009,Nine Mile Point 2,100
3905,11/24/2009,North Anna 1,100
3906,11/24/2009,North Anna 2,100
3907,11/24/2009,Oconee 1,0
3908,11/24/2009,Oconee 2,100
3909,11/24/2009,Oconee 3,100
3910,11/24/2009,Oyster Creek,100
3911,11/24/2009,Palisades,100
3912,11/24/2009,Palo Verde 1,100
3913,11/24/2009,Palo Verde 2,0
3914,11/24/2009,Palo Verde 3,100
3915,11/24/2009,Peach Bottom 2,100
3916,11/24/2009,Peach Bottom 3,100
3917,11/24/2009,Perry 1,100
3918,11/24/2009,Pilgrim 1,100
3919,11/24/2009,Point Beach 1,50
3920,11/24/2009,Point Beach 2,0
3921,11/24/2009,Prairie Island 1,28
3922,11/24/2009,Prairie Island 2,100
3923,11/24/2009,Quad Cities 1,100
3924,11/24/2009,Quad Cities 2,100
3925,11/24/2009,River Bend 1,100
3926,11/24/2009,Robinson 2,99
3927,11/24/2009,Saint Lucie 1,100
3928,11/24/2009,Saint Lucie 2,100
3929,11/24/2009,Salem 1,100
3930,11/24/2009,Salem 2,100
3931,11/24/2009,San Onofre 2,0
3932,11/24/2009,San Onofre 3,100
3933,11/24/2009,Seabrook 1,65
3934,11/24/2009,Sequoyah 1,100
3935,11/24/2009,Sequoyah 2,0
3936,11/24/2009,South Texas 1,100
3937,11/24/2009,South Texas 2,100
3938,11/24/2009,Summer,0
3939,11/24/2009,Surry 1,100
3940,11/24/2009,Surry 2,0
3941,11/24/2009,Susquehanna 1,94
3942,11/24/2009,Susquehanna 2,94
3943,11/24/2009,Three Mile Island 1,0
3944,11/24/2009,Turkey Point 3,100
3945,11/24/2009,Turkey Point 4,0
3946,11/24/2009,Vermont Yankee,100
3947,11/24/2009,Vogtle 1,100
3948,11/24/2009,Vogtle 2,100
3949,11/24/2009,Waterford 3,0
3950,11/24/2009,Watts Bar 1,100
3951,11/24/2009,Wolf Creek 1,95
3952,11/23/2009,Arkansas Nuclear 1,100
3953,11/23/2009,Arkansas Nuclear 2,100
3954,11/23/2009,Beaver Valley 1,100
3955,11/23/2009,Beaver Valley 2,0
3956,11/23/2009,Braidwood 1,100
3957,11/23/2009,Braidwood 2,100
3958,11/23/2009,Browns Ferry 1,100
3959,11/23/2009,Browns Ferry 2,100
3960,11/23/2009,Browns Ferry 3,100
3961,11/23/2009,Brunswick 1,100
3962,11/23/2009,Brunswick 2,100
3963,11/23/2009,Byron 1,100
3964,11/23/2009,Byron 2,100
3965,11/23/2009,Callaway,100
3966,11/23/2009,Calvert Cliffs 1,100
3967,11/23/2009,Calvert Cliffs 2,100
3968,11/23/2009,Catawba 1,0
3969,11/23/2009,Catawba 2,100
3970,11/23/2009,Clinton,97
3971,11/23/2009,Columbia Generating Station,100
3972,11/23/2009,Comanche Peak 1,100
3973,11/23/2009,Comanche Peak 2,100
3974,11/23/2009,Cooper,100
3975,11/23/2009,Crystal River 3,0
3976,11/23/2009,D.C. Cook 1,0
3977,11/23/2009,D.C. Cook 2,100
3978,11/23/2009,Davis-Besse,100
3979,11/23/2009,Diablo Canyon 1,100
3980,11/23/2009,Diablo Canyon 2,100
3981,11/23/2009,Dresden 2,0
3982,11/23/2009,Dresden 3,98
3983,11/23/2009,Duane Arnold,100
3984,11/23/2009,Farley 1,100
3985,11/23/2009,Farley 2,100
3986,11/23/2009,Fermi 2,100
3987,11/23/2009,FitzPatrick,100
3988,11/23/2009,Fort Calhoun,0
3989,11/23/2009,Ginna,100
3990,11/23/2009,Grand Gulf 1,100
3991,11/23/2009,Harris 1,99
3992,11/23/2009,Hatch 1,100
3993,11/23/2009,Hatch 2,60
3994,11/23/2009,Hope Creek 1,100
3995,11/23/2009,Indian Point 2,100
3996,11/23/2009,Indian Point 3,100
3997,11/23/2009,Kewaunee,100
3998,11/23/2009,La Salle 1,91
3999,11/23/2009,La Salle 2,100
4000,11/23/2009,Limerick 1,100
4001,11/23/2009,Limerick 2,100
4002,11/23/2009,McGuire 1,100
4003,11/23/2009,McGuire 2,100
4004,11/23/2009,Millstone 2,100
4005,11/23/2009,Millstone 3,100
4006,11/23/2009,Monticello,100
4007,11/23/2009,Nine Mile Point 1,100
4008,11/23/2009,Nine Mile Point 2,100
4009,11/23/2009,North Anna 1,100
4010,11/23/2009,North Anna 2,100
4011,11/23/2009,Oconee 1,0
4012,11/23/2009,Oconee 2,100
4013,11/23/2009,Oconee 3,100
4014,11/23/2009,Oyster Creek,100
4015,11/23/2009,Palisades,100
4016,11/23/2009,Palo Verde 1,100
4017,11/23/2009,Palo Verde 2,0
4018,11/23/2009,Palo Verde 3,100
4019,11/23/2009,Peach Bottom 2,100
4020,11/23/2009,Peach Bottom 3,100
4021,11/23/2009,Perry 1,100
4022,11/23/2009,Pilgrim 1,100
4023,11/23/2009,Point Beach 1,43
4024,11/23/2009,Point Beach 2,0
4025,11/23/2009,Prairie Island 1,6
4026,11/23/2009,Prairie Island 2,100
4027,11/23/2009,Quad Cities 1,100
4028,11/23/2009,Quad Cities 2,100
4029,11/23/2009,River Bend 1,100
4030,11/23/2009,Robinson 2,100
4031,11/23/2009,Saint Lucie 1,100
4032,11/23/2009,Saint Lucie 2,94
4033,11/23/2009,Salem 1,100
4034,11/23/2009,Salem 2,100
4035,11/23/2009,San Onofre 2,0
4036,11/23/2009,San Onofre 3,100
4037,11/23/2009,Seabrook 1,65
4038,11/23/2009,Sequoyah 1,100
4039,11/23/2009,Sequoyah 2,0
4040,11/23/2009,South Texas 1,97
4041,11/23/2009,South Texas 2,100
4042,11/23/2009,Summer,0
4043,11/23/2009,Surry 1,100
4044,11/23/2009,Surry 2,0
4045,11/23/2009,Susquehanna 1,94
4046,11/23/2009,Susquehanna 2,94
4047,11/23/2009,Three Mile Island 1,0
4048,11/23/2009,Turkey Point 3,100
4049,11/23/2009,Turkey Point 4,0
4050,11/23/2009,Vermont Yankee,100
4051,11/23/2009,Vogtle 1,100
4052,11/23/2009,Vogtle 2,100
4053,11/23/2009,Waterford 3,0
4054,11/23/2009,Watts Bar 1,100
4055,11/23/2009,Wolf Creek 1,49
4056,11/22/2009,Arkansas Nuclear 1,100
4057,11/22/2009,Arkansas Nuclear 2,100
4058,11/22/2009,Beaver Valley 1,100
4059,11/22/2009,Beaver Valley 2,0
4060,11/22/2009,Braidwood 1,100
4061,11/22/2009,Braidwood 2,100
4062,11/22/2009,Browns Ferry 1,100
4063,11/22/2009,Browns Ferry 2,100
4064,11/22/2009,Browns Ferry 3,100
4065,11/22/2009,Brunswick 1,100
4066,11/22/2009,Brunswick 2,100
4067,11/22/2009,Byron 1,100
4068,11/22/2009,Byron 2,89
4069,11/22/2009,Callaway,100
4070,11/22/2009,Calvert Cliffs 1,100
4071,11/22/2009,Calvert Cliffs 2,100
4072,11/22/2009,Catawba 1,0
4073,11/22/2009,Catawba 2,100
4074,11/22/2009,Clinton,97
4075,11/22/2009,Columbia Generating Station,97
4076,11/22/2009,Comanche Peak 1,100
4077,11/22/2009,Comanche Peak 2,100
4078,11/22/2009,Cooper,100
4079,11/22/2009,Crystal River 3,0
4080,11/22/2009,D.C. Cook 1,0
4081,11/22/2009,D.C. Cook 2,100
4082,11/22/2009,Davis-Besse,100
4083,11/22/2009,Diablo Canyon 1,100
4084,11/22/2009,Diablo Canyon 2,100
4085,11/22/2009,Dresden 2,0
4086,11/22/2009,Dresden 3,98
4087,11/22/2009,Duane Arnold,100
4088,11/22/2009,Farley 1,100
4089,11/22/2009,Farley 2,100
4090,11/22/2009,Fermi 2,100
4091,11/22/2009,FitzPatrick,100
4092,11/22/2009,Fort Calhoun,0
4093,11/22/2009,Ginna,100
4094,11/22/2009,Grand Gulf 1,100
4095,11/22/2009,Harris 1,99
4096,11/22/2009,Hatch 1,100
4097,11/22/2009,Hatch 2,60
4098,11/22/2009,Hope Creek 1,100
4099,11/22/2009,Indian Point 2,100
4100,11/22/2009,Indian Point 3,100
4101,11/22/2009,Kewaunee,100
4102,11/22/2009,La Salle 1,70
4103,11/22/2009,La Salle 2,100
4104,11/22/2009,Limerick 1,100
4105,11/22/2009,Limerick 2,100
4106,11/22/2009,McGuire 1,100
4107,11/22/2009,McGuire 2,100
4108,11/22/2009,Millstone 2,100
4109,11/22/2009,Millstone 3,100
4110,11/22/2009,Monticello,90
4111,11/22/2009,Nine Mile Point 1,100
4112,11/22/2009,Nine Mile Point 2,100
4113,11/22/2009,North Anna 1,100
4114,11/22/2009,North Anna 2,100
4115,11/22/2009,Oconee 1,0
4116,11/22/2009,Oconee 2,100
4117,11/22/2009,Oconee 3,100
4118,11/22/2009,Oyster Creek,100
4119,11/22/2009,Palisades,100
4120,11/22/2009,Palo Verde 1,100
4121,11/22/2009,Palo Verde 2,0
4122,11/22/2009,Palo Verde 3,100
4123,11/22/2009,Peach Bottom 2,100
4124,11/22/2009,Peach Bottom 3,100
4125,11/22/2009,Perry 1,100
4126,11/22/2009,Pilgrim 1,100
4127,11/22/2009,Point Beach 1,42
4128,11/22/2009,Point Beach 2,0
4129,11/22/2009,Prairie Island 1,1
4130,11/22/2009,Prairie Island 2,99
4131,11/22/2009,Quad Cities 1,77
4132,11/22/2009,Quad Cities 2,100
4133,11/22/2009,River Bend 1,100
4134,11/22/2009,Robinson 2,100
4135,11/22/2009,Saint Lucie 1,100
4136,11/22/2009,Saint Lucie 2,100
4137,11/22/2009,Salem 1,100
4138,11/22/2009,Salem 2,100
4139,11/22/2009,San Onofre 2,0
4140,11/22/2009,San Onofre 3,100
4141,11/22/2009,Seabrook 1,65
4142,11/22/2009,Sequoyah 1,100
4143,11/22/2009,Sequoyah 2,0
4144,11/22/2009,South Texas 1,96
4145,11/22/2009,South Texas 2,100
4146,11/22/2009,Summer,0
4147,11/22/2009,Surry 1,100
4148,11/22/2009,Surry 2,0
4149,11/22/2009,Susquehanna 1,94
4150,11/22/2009,Susquehanna 2,94
4151,11/22/2009,Three Mile Island 1,0
4152,11/22/2009,Turkey Point 3,100
4153,11/22/2009,Turkey Point 4,0
4154,11/22/2009,Vermont Yankee,100
4155,11/22/2009,Vogtle 1,100
4156,11/22/2009,Vogtle 2,100
4157,11/22/2009,Waterford 3,0
4158,11/22/2009,Watts Bar 1,100
4159,11/22/2009,Wolf Creek 1,30
4160,11/21/2009,Arkansas Nuclear 1,100
4161,11/21/2009,Arkansas Nuclear 2,100
4162,11/21/2009,Beaver Valley 1,100
4163,11/21/2009,Beaver Valley 2,0
4164,11/21/2009,Braidwood 1,100
4165,11/21/2009,Braidwood 2,100
4166,11/21/2009,Browns Ferry 1,100
4167,11/21/2009,Browns Ferry 2,100
4168,11/21/2009,Browns Ferry 3,100
4169,11/21/2009,Brunswick 1,69
4170,11/21/2009,Brunswick 2,100
4171,11/21/2009,Byron 1,100
4172,11/21/2009,Byron 2,100
4173,11/21/2009,Callaway,100
4174,11/21/2009,Calvert Cliffs 1,100
4175,11/21/2009,Calvert Cliffs 2,100
4176,11/21/2009,Catawba 1,0
4177,11/21/2009,Catawba 2,100
4178,11/21/2009,Clinton,97
4179,11/21/2009,Columbia Generating Station,100
4180,11/21/2009,Comanche Peak 1,100
4181,11/21/2009,Comanche Peak 2,100
4182,11/21/2009,Cooper,85
4183,11/21/2009,Crystal River 3,0
